class,cap-shape,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,ring-type,spore-print-color,population,habitat
p,f,g,t,f,f,c,b,h,t,b,s,f,w,w,o,p,h,v,g
p,f,y,f,f,f,c,b,g,e,b,k,k,p,n,o,l,h,y,p
p,x,y,f,f,f,c,b,h,e,b,k,k,p,p,o,l,h,v,g
p,f,y,f,f,f,c,b,h,e,b,k,k,p,n,o,l,h,y,d
p,x,g,t,f,f,c,b,p,t,b,f,f,w,w,o,p,h,s,g
e,f,r,f,n,f,c,n,u,e,?,s,f,w,w,o,f,h,v,d
p,f,w,t,f,f,c,b,w,t,b,f,s,w,w,o,p,h,s,g
e,k,n,t,n,f,c,b,w,e,?,s,s,e,e,t,e,w,c,w
p,x,n,f,s,f,c,n,b,t,?,k,k,p,w,o,e,w,v,d
p,x,g,t,f,f,c,b,w,t,b,f,f,w,w,o,p,h,s,g
p,f,y,f,f,f,c,b,g,e,b,k,k,p,p,o,l,h,y,g
p,b,w,t,n,f,c,b,w,e,b,s,s,w,w,t,p,r,v,m
p,x,n,f,f,f,c,n,b,t,?,s,k,p,w,o,e,w,v,d
p,b,b,t,n,f,c,b,w,e,b,s,s,w,w,t,p,r,v,m
p,f,y,f,f,f,c,b,p,e,b,k,k,n,p,o,l,h,y,g
p,x,g,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,y,d
e,x,e,t,n,f,c,b,e,e,?,s,s,w,w,t,e,w,c,w
e,k,b,t,n,f,c,b,w,e,?,s,s,e,e,t,e,w,c,w
p,x,n,f,f,f,c,n,b,t,?,k,s,p,w,o,e,w,v,l
e,x,e,t,n,f,c,b,e,e,?,s,s,e,e,t,e,w,c,w
p,f,b,t,n,f,c,b,r,e,b,s,s,w,w,t,p,r,v,m
e,f,n,t,n,f,c,b,w,e,?,s,s,w,w,t,e,w,c,w
p,x,e,f,y,f,c,n,b,t,?,s,k,p,p,o,e,w,v,p
e,f,b,t,n,f,c,b,w,e,?,s,s,e,e,t,e,w,c,w
p,x,g,t,f,f,c,b,w,t,b,s,s,w,w,o,p,h,s,u
p,f,b,t,n,f,c,b,g,e,b,s,s,w,w,t,p,r,v,g
p,x,n,f,s,f,c,n,b,t,?,s,k,p,w,o,e,w,v,l
p,x,e,f,y,f,c,n,b,t,?,k,s,w,w,o,e,w,v,l
p,f,y,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,y,g
p,x,n,f,f,f,c,n,b,t,?,s,k,w,p,o,e,w,v,l
p,x,n,f,s,f,c,n,b,t,?,k,k,w,p,o,e,w,v,d
p,f,g,t,f,f,c,b,w,t,b,f,s,w,w,o,p,h,v,u
e,x,p,t,n,f,c,b,w,e,?,s,s,e,w,t,e,w,c,w
e,x,u,f,n,f,c,n,u,e,?,s,f,w,w,o,f,h,y,d
p,f,y,f,f,f,c,b,g,e,b,k,k,b,p,o,l,h,y,p
p,x,g,t,f,f,c,b,h,t,b,s,f,w,w,o,p,h,v,g
p,x,n,f,s,f,c,n,b,t,?,s,k,w,p,o,e,w,v,l
p,f,g,t,f,f,c,b,h,t,b,s,f,w,w,o,p,h,v,u
p,x,b,t,f,f,c,b,h,t,b,s,f,w,w,o,p,h,v,g
p,x,y,f,f,f,c,b,h,e,b,k,k,b,p,o,l,h,y,g
p,b,w,t,n,f,c,b,r,e,b,s,s,w,w,t,p,r,v,g
e,k,n,t,n,f,c,b,e,e,?,s,s,e,e,t,e,w,c,w
p,x,e,f,y,f,c,n,b,t,?,k,k,w,w,o,e,w,v,d
p,f,y,f,f,f,c,b,p,e,b,k,k,b,n,o,l,h,v,p
e,x,b,t,n,f,c,b,w,e,?,s,s,e,w,t,e,w,c,w
p,x,b,t,f,f,c,b,p,t,b,s,f,w,w,o,p,h,v,g
p,f,g,t,f,f,c,b,w,t,b,f,f,w,w,o,p,h,v,u
p,f,b,t,f,f,c,b,p,t,b,s,s,w,w,o,p,h,s,u
p,f,y,f,f,f,c,b,p,e,b,k,k,b,b,o,l,h,y,d
p,x,n,f,f,f,c,n,b,t,?,s,s,w,p,o,e,w,v,p
p,f,w,t,f,f,c,b,h,t,b,f,f,w,w,o,p,h,v,u
e,k,n,t,n,f,c,b,e,e,?,s,s,w,w,t,e,w,c,w
e,x,e,t,n,f,c,b,w,e,?,s,s,e,e,t,e,w,c,w
e,x,w,f,n,f,c,n,p,e,?,s,f,w,w,o,f,h,v,d
p,f,b,t,f,f,c,b,p,t,b,f,s,w,w,o,p,h,s,u
p,f,g,t,f,f,c,b,h,t,b,s,s,w,w,o,p,h,s,u
e,f,e,t,n,f,c,b,e,e,?,s,s,w,w,t,e,w,c,w
p,f,y,f,f,f,c,b,p,e,b,k,k,b,p,o,l,h,y,g
p,x,n,f,s,f,c,n,b,t,?,k,k,p,w,o,e,w,v,l
p,f,w,t,n,f,c,b,g,e,b,s,s,w,w,t,p,r,v,g
p,f,g,f,f,f,c,b,p,e,b,k,k,b,n,o,l,h,y,d
e,x,n,f,n,f,w,n,w,e,b,s,s,w,n,o,e,w,v,l
p,f,y,f,f,f,c,b,p,e,b,k,k,b,n,o,l,h,y,d
p,x,w,t,f,f,c,b,p,t,b,f,s,w,w,o,p,h,s,u
e,x,b,t,n,f,c,b,w,e,?,s,s,e,e,t,e,w,c,w
e,x,p,t,n,f,c,b,w,e,?,s,s,w,e,t,e,w,c,w
p,x,g,t,f,f,c,b,w,t,b,f,f,w,w,o,p,h,v,g
p,f,g,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,p
p,x,w,t,f,f,c,b,h,t,b,s,f,w,w,o,p,h,s,g
p,x,y,f,f,f,c,b,h,e,b,k,k,n,p,o,l,h,v,p
p,f,w,t,f,f,c,b,p,t,b,s,s,w,w,o,p,h,s,u
e,k,n,t,n,f,c,b,w,e,?,s,s,e,e,t,e,w,c,w
e,x,p,t,n,f,c,b,e,e,?,s,s,w,w,t,e,w,c,w
p,f,y,f,f,f,c,b,g,e,b,k,k,b,b,o,l,h,y,g
e,f,b,t,n,f,c,b,e,e,?,s,s,w,w,t,e,w,c,w
e,x,e,t,n,f,c,b,w,e,?,s,s,w,w,t,e,w,c,w
p,x,g,t,f,f,c,b,p,t,b,f,f,w,w,o,p,h,v,u
p,f,b,t,f,f,c,b,w,t,b,s,s,w,w,o,p,h,v,u
p,f,y,f,f,f,c,b,g,e,b,k,k,b,p,o,l,h,v,p
p,x,b,t,f,f,c,b,h,t,b,s,f,w,w,o,p,h,v,u
p,f,w,t,f,f,c,b,h,t,b,s,s,w,w,o,p,h,v,g
p,f,y,f,f,f,c,b,g,e,b,k,k,b,n,o,l,h,v,g
p,f,y,f,f,f,c,b,p,e,b,k,k,n,p,o,l,h,y,d
p,f,g,f,f,f,c,b,h,e,b,k,k,n,p,o,l,h,y,p
p,f,g,f,f,f,c,b,g,e,b,k,k,b,n,o,l,h,v,p
p,b,p,t,n,f,c,b,g,e,b,s,s,w,w,t,p,r,v,m
p,x,n,f,f,f,c,n,b,t,?,s,s,p,w,o,e,w,v,l
p,b,w,t,n,f,c,b,w,e,b,s,s,w,w,t,p,r,v,g
e,x,n,t,n,f,c,b,w,e,?,s,s,w,w,t,e,w,c,w
p,x,n,f,y,f,c,n,b,t,?,s,s,p,w,o,e,w,v,p
p,x,n,f,y,f,c,n,b,t,?,s,s,w,p,o,e,w,v,p
p,x,n,f,f,f,c,n,b,t,?,k,s,w,p,o,e,w,v,p
p,f,b,t,f,f,c,b,w,t,b,s,s,w,w,o,p,h,s,g
p,b,y,f,n,f,c,n,w,e,?,k,y,w,n,o,e,w,v,d
p,x,g,t,f,f,c,b,w,t,b,f,f,w,w,o,p,h,v,u
e,f,p,t,n,f,c,b,e,e,?,s,s,w,w,t,e,w,c,w
e,k,p,t,n,f,c,b,e,e,?,s,s,e,e,t,e,w,c,w
e,f,n,t,n,f,c,b,w,e,?,s,s,e,e,t,e,w,c,w
p,b,p,t,n,f,c,b,g,e,b,s,s,w,w,t,p,r,v,m
p,x,g,t,f,f,c,b,w,t,b,s,f,w,w,o,p,h,v,g
p,x,g,t,f,f,c,b,p,t,b,s,s,w,w,o,p,h,s,g
p,x,y,f,f,f,c,b,p,e,b,k,k,n,n,o,l,h,v,g
p,x,n,f,s,f,c,n,b,t,?,k,s,p,w,o,e,w,v,p
p,f,b,t,n,f,c,b,w,e,b,s,s,w,w,t,p,r,v,g
p,x,b,t,f,f,c,b,h,t,b,f,f,w,w,o,p,h,v,u
p,b,b,t,n,f,c,b,r,e,b,s,s,w,w,t,p,r,v,g
e,f,w,f,n,f,c,n,p,e,?,s,f,w,w,o,f,h,y,d
e,x,n,f,n,f,w,n,w,e,b,f,s,w,n,o,e,w,v,l
p,x,y,f,f,f,c,b,p,e,b,k,k,n,n,o,l,h,v,p
p,f,b,t,f,f,c,b,h,t,b,s,f,w,w,o,p,h,v,g
p,f,y,f,f,f,c,b,g,e,b,k,k,n,p,o,l,h,v,g
e,k,e,t,n,f,c,b,e,e,?,s,s,e,e,t,e,w,c,w
p,f,y,f,f,f,c,b,h,e,b,k,k,p,p,o,l,h,y,p
p,b,n,f,n,f,c,n,w,e,?,k,y,w,n,o,e,w,v,d
p,x,n,f,s,f,c,n,b,t,?,k,s,p,p,o,e,w,v,p
p,f,y,f,f,f,c,b,h,e,b,k,k,n,b,o,l,h,y,d
p,x,y,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,y,g
p,x,g,t,f,f,c,b,p,t,b,f,s,w,w,o,p,h,s,g
p,x,n,f,f,f,c,n,b,t,?,s,k,w,p,o,e,w,v,d
e,x,n,t,n,f,c,b,w,e,?,s,s,e,w,t,e,w,c,w
e,f,n,f,n,f,w,n,w,e,b,f,f,w,n,o,e,w,v,l
p,f,b,t,n,f,c,b,g,e,b,s,s,w,w,t,p,r,v,g
p,k,n,f,n,f,c,n,w,e,?,k,y,w,y,o,e,w,v,d
p,f,g,f,f,f,c,b,h,e,b,k,k,p,n,o,l,h,v,g
p,x,n,f,s,f,c,n,b,t,?,k,k,p,w,o,e,w,v,p
p,f,g,f,f,f,c,b,h,e,b,k,k,p,p,o,l,h,y,d
p,f,g,f,f,f,c,b,p,e,b,k,k,b,p,o,l,h,v,d
p,x,g,t,f,f,c,b,p,t,b,s,f,w,w,o,p,h,s,g
e,x,r,f,n,f,c,n,u,e,?,s,f,w,w,o,f,h,y,d
p,x,n,f,y,f,c,n,b,t,?,k,s,p,p,o,e,w,v,p
p,f,p,t,n,f,c,b,g,e,b,s,s,w,w,t,p,r,v,m
p,x,e,f,y,f,c,n,b,t,?,k,k,p,p,o,e,w,v,l
p,f,b,t,f,f,c,b,w,t,b,s,s,w,w,o,p,h,v,g
p,x,b,t,f,f,c,b,w,t,b,s,s,w,w,o,p,h,v,u
e,k,e,t,n,f,c,b,e,e,?,s,s,w,w,t,e,w,c,w
p,f,b,t,f,f,c,b,w,t,b,s,f,w,w,o,p,h,s,g
e,x,n,f,n,f,w,n,w,e,b,f,f,w,n,o,e,w,v,l
p,f,y,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,v,d
e,f,w,f,n,f,c,n,w,e,?,s,f,w,w,o,f,h,y,d
p,f,w,t,f,f,c,b,w,t,b,s,s,w,w,o,p,h,s,u
p,f,p,t,n,f,c,b,r,e,b,s,s,w,w,t,p,r,v,g
p,f,y,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,d
p,f,g,t,f,f,c,b,h,t,b,s,f,w,w,o,p,h,s,g
p,x,n,f,f,f,c,n,b,t,?,s,k,p,w,o,e,w,v,l
p,f,y,f,f,f,c,b,g,e,b,k,k,b,b,o,l,h,v,g
p,f,g,t,f,f,c,b,h,t,b,f,s,w,w,o,p,h,s,g
p,f,w,t,f,f,c,b,h,t,b,s,f,w,w,o,p,h,s,u
p,x,n,f,s,f,c,n,b,t,?,s,k,w,w,o,e,w,v,d
p,f,y,f,f,f,c,b,p,e,b,k,k,n,n,o,l,h,y,d
p,x,n,f,f,f,c,n,b,t,?,k,k,w,p,o,e,w,v,d
p,b,b,t,n,f,c,b,g,e,b,s,s,w,w,t,p,r,v,g
p,f,y,f,f,f,c,b,g,e,b,k,k,b,p,o,l,h,v,g
p,x,e,f,y,f,c,n,b,t,?,k,s,w,p,o,e,w,v,l
p,x,n,f,f,f,c,n,b,t,?,k,s,w,w,o,e,w,v,d
e,k,b,t,n,f,c,b,e,e,?,s,s,w,w,t,e,w,c,w
e,x,w,f,n,f,c,n,p,e,?,s,f,w,w,o,f,h,y,d
p,f,b,t,f,f,c,b,p,t,b,s,f,w,w,o,p,h,v,u
p,f,y,f,f,f,c,b,g,e,b,k,k,n,p,o,l,h,y,g
p,x,e,f,f,f,c,n,b,t,?,k,s,p,p,o,e,w,v,p
p,f,e,f,s,f,c,n,b,t,?,k,s,p,p,o,e,w,v,d
p,x,e,f,f,f,c,n,b,t,?,s,s,w,p,o,e,w,v,d
p,x,n,f,f,f,c,n,b,t,?,k,k,w,w,o,e,w,v,p
p,f,n,f,f,f,c,n,b,t,?,k,s,w,w,o,e,w,v,p
p,f,e,f,s,f,c,n,b,t,?,s,k,p,p,o,e,w,v,d
p,k,n,f,y,f,c,n,b,t,?,k,s,p,p,o,e,w,v,l
p,f,e,f,y,f,c,n,b,t,?,s,s,w,w,o,e,w,v,p
p,x,e,f,s,f,c,n,b,t,?,s,k,p,w,o,e,w,v,l
p,f,n,f,f,f,c,n,b,t,?,s,k,p,p,o,e,w,v,p
p,f,e,f,f,f,c,n,b,t,?,k,k,p,w,o,e,w,v,d
p,x,e,f,s,f,c,n,b,t,?,s,s,w,p,o,e,w,v,l
p,x,n,f,s,f,c,n,b,t,?,k,k,p,p,o,e,w,v,l
p,f,e,f,f,f,c,n,b,t,?,k,s,p,w,o,e,w,v,d
p,f,e,f,y,f,c,n,b,t,?,k,k,w,p,o,e,w,v,l
p,f,e,f,f,f,c,n,b,t,?,s,k,p,p,o,e,w,v,p
p,f,n,f,y,f,c,n,b,t,?,s,k,p,p,o,e,w,v,p
p,f,n,f,f,f,c,n,b,t,?,k,s,p,w,o,e,w,v,p
p,x,e,f,s,f,c,n,b,t,?,k,s,w,p,o,e,w,v,d
p,k,n,f,y,f,c,n,b,t,?,s,k,p,p,o,e,w,v,p
p,x,n,f,f,f,c,n,b,t,?,s,s,w,w,o,e,w,v,l
p,f,e,f,y,f,c,n,b,t,?,k,k,p,w,o,e,w,v,d
p,f,e,f,s,f,c,n,b,t,?,k,k,w,w,o,e,w,v,l
p,k,e,f,y,f,c,n,b,t,?,s,s,p,p,o,e,w,v,p
p,f,e,f,y,f,c,n,b,t,?,k,s,p,p,o,e,w,v,d
p,x,n,f,s,f,c,n,b,t,?,k,k,w,w,o,e,w,v,p
p,f,e,f,y,f,c,n,b,t,?,k,k,w,w,o,e,w,v,d
p,f,n,f,y,f,c,n,b,t,?,k,k,w,w,o,e,w,v,l
p,f,e,f,s,f,c,n,b,t,?,k,s,p,p,o,e,w,v,d
p,f,e,f,y,f,c,n,b,t,?,s,s,w,p,o,e,w,v,l
p,f,n,f,s,f,c,n,b,t,?,k,k,w,w,o,e,w,v,p
p,f,e,f,s,f,c,n,b,t,?,s,k,w,p,o,e,w,v,p
p,x,e,f,s,f,c,n,b,t,?,k,k,p,w,o,e,w,v,l
p,f,e,f,f,f,c,n,b,t,?,s,k,w,w,o,e,w,v,p
p,x,n,f,s,f,c,n,b,t,?,k,k,w,w,o,e,w,v,d
p,f,n,f,s,f,c,n,b,t,?,s,k,w,p,o,e,w,v,p
p,x,e,f,f,f,c,n,b,t,?,k,s,w,w,o,e,w,v,l
p,f,n,f,y,f,c,n,b,t,?,k,s,p,w,o,e,w,v,l
e,b,n,f,n,a,c,b,y,e,?,s,s,o,o,o,p,n,c,l
p,f,n,f,y,f,c,n,b,t,?,k,k,p,p,o,e,w,v,d
e,x,n,f,n,a,c,b,o,e,?,s,s,o,o,o,p,n,v,l
p,f,e,f,y,f,c,n,b,t,?,s,s,p,p,o,e,w,v,d
p,f,n,f,s,f,c,n,b,t,?,k,s,p,w,o,e,w,v,l
p,f,e,f,y,f,c,n,b,t,?,s,k,w,p,o,e,w,v,p
p,f,n,f,y,f,c,n,b,t,?,k,s,w,w,o,e,w,v,l
p,x,e,f,y,f,c,n,b,t,?,s,k,w,w,o,e,w,v,l
p,x,n,f,f,f,c,n,b,t,?,s,s,p,p,o,e,w,v,d
p,f,n,f,s,f,c,n,b,t,?,s,k,w,p,o,e,w,v,d
p,f,e,f,y,f,c,n,b,t,?,s,k,w,w,o,e,w,v,d
p,f,n,f,f,f,c,n,b,t,?,k,k,w,w,o,e,w,v,d
p,f,n,f,s,f,c,n,b,t,?,s,k,p,w,o,e,w,v,p
p,f,n,f,f,f,c,n,b,t,?,s,k,w,w,o,e,w,v,l
p,f,e,f,s,f,c,n,b,t,?,k,s,w,p,o,e,w,v,d
p,f,e,f,y,f,c,n,b,t,?,s,k,p,p,o,e,w,v,l
p,x,e,f,f,f,c,n,b,t,?,s,k,w,p,o,e,w,v,l
p,x,e,f,y,f,c,n,b,t,?,k,s,w,p,o,e,w,v,d
p,f,e,f,f,f,c,n,b,t,?,s,s,p,p,o,e,w,v,d
p,f,n,f,y,f,c,n,b,t,?,k,s,w,w,o,e,w,v,p
p,x,e,f,f,f,c,n,b,t,?,k,s,w,p,o,e,w,v,d
p,k,e,f,s,f,c,n,b,t,?,s,s,w,p,o,e,w,v,l
p,k,n,f,f,f,c,n,b,t,?,k,k,w,p,o,e,w,v,l
p,f,n,f,f,f,c,n,b,t,?,s,s,p,w,o,e,w,v,d
p,x,e,f,s,f,c,n,b,t,?,s,s,p,p,o,e,w,v,l
p,x,e,f,f,f,c,n,b,t,?,k,k,w,p,o,e,w,v,l
p,f,e,f,s,f,c,n,b,t,?,s,s,w,p,o,e,w,v,p
p,f,n,f,s,f,c,n,b,t,?,s,s,p,w,o,e,w,v,l
p,f,e,f,f,f,c,n,b,t,?,s,k,w,p,o,e,w,v,p
p,x,n,f,s,f,c,n,b,t,?,s,k,p,w,o,e,w,v,p
e,x,w,f,n,f,w,b,w,e,?,k,k,w,w,t,p,w,n,g
p,f,n,f,y,f,c,n,b,t,?,s,k,w,p,o,e,w,v,p
p,x,n,f,f,f,c,n,b,t,?,s,k,p,p,o,e,w,v,d
p,x,e,f,f,f,c,n,b,t,?,s,s,p,w,o,e,w,v,d
p,f,n,f,s,f,c,n,b,t,?,s,s,p,w,o,e,w,v,l
p,f,n,f,s,f,c,n,b,t,?,s,k,p,p,o,e,w,v,l
p,x,e,f,s,f,c,n,b,t,?,k,k,w,p,o,e,w,v,l
p,x,e,f,f,f,c,n,b,t,?,k,s,p,p,o,e,w,v,d
p,f,n,f,y,f,c,n,b,t,?,s,k,w,p,o,e,w,v,l
p,k,n,f,f,f,c,n,b,t,?,k,k,p,p,o,e,w,v,p
p,f,n,f,s,f,c,n,b,t,?,k,s,w,w,o,e,w,v,p
p,x,n,f,s,f,c,n,b,t,?,k,s,p,p,o,e,w,v,l
p,f,e,f,y,f,c,n,b,t,?,k,s,p,w,o,e,w,v,l
p,x,e,f,y,f,c,n,b,t,?,k,k,p,p,o,e,w,v,d
p,f,n,f,s,f,c,n,b,t,?,k,k,p,w,o,e,w,v,l
p,f,n,f,s,f,c,n,b,t,?,s,s,p,w,o,e,w,v,p
p,k,n,f,y,f,c,n,b,t,?,k,s,w,p,o,e,w,v,l
p,f,n,f,s,f,c,n,b,t,?,k,s,p,p,o,e,w,v,d
p,f,n,f,y,f,c,n,b,t,?,k,s,w,p,o,e,w,v,d
p,x,e,f,s,f,c,n,b,t,?,s,s,p,w,o,e,w,v,l
p,f,n,f,y,f,c,n,b,t,?,s,s,p,p,o,e,w,v,l
p,f,n,f,s,f,c,n,b,t,?,s,k,p,w,o,e,w,v,d
p,f,e,f,f,f,c,n,b,t,?,s,k,p,p,o,e,w,v,l
p,f,n,f,y,f,c,n,b,t,?,s,k,w,p,o,e,w,v,l
p,f,n,f,f,f,c,n,b,t,?,k,k,p,p,o,e,w,v,d
p,f,n,f,f,f,c,n,b,t,?,s,k,p,p,o,e,w,v,l
p,f,e,f,y,f,c,n,b,t,?,s,k,p,w,o,e,w,v,l
p,f,e,f,f,f,c,n,b,t,?,s,s,w,p,o,e,w,v,l
p,x,e,f,f,f,c,n,b,t,?,s,k,w,w,o,e,w,v,p
p,f,n,f,y,f,c,n,b,t,?,s,k,w,p,o,e,w,v,p
p,x,e,f,y,f,c,n,b,t,?,s,k,w,p,o,e,w,v,d
p,f,e,f,f,f,c,n,b,t,?,k,s,w,w,o,e,w,v,l
p,x,n,f,f,f,c,n,b,t,?,s,k,p,w,o,e,w,v,p
p,f,n,f,s,f,c,n,b,t,?,s,s,w,w,o,e,w,v,p
p,f,e,f,f,f,c,n,b,t,?,s,s,p,p,o,e,w,v,d
p,x,e,f,s,f,c,n,b,t,?,k,s,p,w,o,e,w,v,l
p,f,n,f,y,f,c,n,b,t,?,s,k,w,w,o,e,w,v,d
p,f,n,f,y,f,c,n,b,t,?,s,k,p,p,o,e,w,v,l
p,x,e,f,s,f,c,n,b,t,?,s,k,p,p,o,e,w,v,l
p,f,n,f,y,f,c,n,b,t,?,k,k,p,p,o,e,w,v,l
p,f,n,f,s,f,c,n,b,t,?,k,s,p,w,o,e,w,v,l
p,x,n,f,f,f,c,n,b,t,?,s,s,p,p,o,e,w,v,p
p,f,e,f,y,f,c,n,b,t,?,k,k,w,p,o,e,w,v,p
p,x,e,f,s,f,c,n,b,t,?,k,k,p,w,o,e,w,v,l
p,x,e,f,f,f,c,n,b,t,?,k,k,w,p,o,e,w,v,p
p,f,e,f,f,f,c,n,b,t,?,s,s,w,w,o,e,w,v,l
p,f,e,f,f,f,c,n,b,t,?,k,s,p,p,o,e,w,v,d
p,x,e,f,s,f,c,n,b,t,?,s,k,w,w,o,e,w,v,l
p,x,e,f,s,f,c,n,b,t,?,s,k,p,w,o,e,w,v,l
p,x,n,f,f,f,c,n,b,t,?,s,s,w,p,o,e,w,v,l
p,x,e,f,f,f,c,n,b,t,?,s,s,p,p,o,e,w,v,l
p,k,e,f,s,f,c,n,b,t,?,k,k,p,w,o,e,w,v,p
e,x,c,t,n,f,c,b,w,e,b,s,s,w,w,t,p,w,v,p
p,x,e,f,y,f,c,n,b,t,?,s,k,w,p,o,e,w,v,p
p,f,n,f,y,f,c,n,b,t,?,s,s,w,p,o,e,w,v,d
p,x,n,f,y,f,c,n,b,t,?,s,k,p,w,o,e,w,v,l
p,f,n,f,s,f,c,n,b,t,?,s,k,p,p,o,e,w,v,p
p,f,e,f,y,f,c,n,b,t,?,s,k,p,w,o,e,w,v,l
p,f,e,f,s,f,c,n,b,t,?,s,s,w,w,o,e,w,v,l
p,x,e,f,f,f,c,n,b,t,?,k,k,p,p,o,e,w,v,l
p,x,e,f,f,f,c,n,b,t,?,k,s,p,w,o,e,w,v,l
p,x,n,f,y,f,c,n,b,t,?,k,k,w,p,o,e,w,v,d
p,x,e,f,f,f,c,n,b,t,?,k,s,w,w,o,e,w,v,d
p,f,e,f,f,f,c,n,b,t,?,k,s,w,p,o,e,w,v,p
p,f,n,f,y,f,c,n,b,t,?,s,k,w,w,o,e,w,v,l
p,f,e,f,y,f,c,n,b,t,?,k,s,w,w,o,e,w,v,p
p,x,e,f,s,f,c,n,b,t,?,k,s,p,p,o,e,w,v,l
p,k,e,f,f,f,c,n,b,t,?,s,s,w,w,o,e,w,v,p
p,f,n,f,s,f,c,n,b,t,?,s,s,w,w,o,e,w,v,d
p,f,n,f,y,f,c,n,b,t,?,s,k,w,w,o,e,w,v,d
p,x,e,f,y,f,c,n,b,t,?,k,k,w,p,o,e,w,v,p
p,f,n,f,f,f,c,n,b,t,?,s,s,w,p,o,e,w,v,l
p,f,e,f,s,f,c,n,b,t,?,k,k,w,p,o,e,w,v,p
p,f,e,f,y,f,c,n,b,t,?,s,s,p,w,o,e,w,v,l
e,b,w,f,n,f,w,b,g,e,?,s,s,w,w,t,p,w,n,g
p,x,e,f,s,f,c,n,b,t,?,s,s,w,p,o,e,w,v,l
p,x,e,f,f,f,c,n,b,t,?,k,k,p,p,o,e,w,v,p
p,f,e,f,s,f,c,n,b,t,?,k,s,w,w,o,e,w,v,l
p,f,e,f,y,f,c,n,b,t,?,s,k,w,p,o,e,w,v,l
e,k,w,f,n,f,w,b,g,e,?,k,s,w,w,t,p,w,s,g
p,x,n,f,s,f,c,n,b,t,?,k,k,p,w,o,e,w,v,p
p,f,n,f,s,f,c,n,b,t,?,k,s,p,p,o,e,w,v,p
p,x,n,f,s,f,c,n,b,t,?,s,s,p,p,o,e,w,v,d
p,f,e,f,f,f,c,n,b,t,?,k,k,w,w,o,e,w,v,d
p,x,n,f,f,f,c,n,b,t,?,s,k,w,p,o,e,w,v,p
p,x,n,f,f,f,c,n,b,t,?,k,k,w,p,o,e,w,v,p
p,x,e,f,s,f,c,n,b,t,?,k,k,w,p,o,e,w,v,p
p,k,n,f,y,f,c,n,b,t,?,s,s,w,p,o,e,w,v,d
p,x,e,f,f,f,c,n,b,t,?,s,s,w,w,o,e,w,v,d
p,x,e,f,f,f,c,n,b,t,?,s,s,w,p,o,e,w,v,d
p,x,e,f,f,f,c,n,b,t,?,k,k,w,w,o,e,w,v,d
p,x,e,f,s,f,c,n,b,t,?,s,s,w,w,o,e,w,v,d
p,x,e,f,f,f,c,n,b,t,?,s,s,p,p,o,e,w,v,d
p,x,e,f,s,f,c,n,b,t,?,k,k,w,p,o,e,w,v,l
p,x,e,f,s,f,c,n,b,t,?,s,s,w,p,o,e,w,v,d
p,f,e,f,s,f,c,n,b,t,?,s,k,w,w,o,e,w,v,d
p,x,n,f,y,f,c,n,b,t,?,s,s,p,w,o,e,w,v,d
p,f,n,f,y,f,c,n,b,t,?,s,s,p,w,o,e,w,v,d
p,x,e,f,f,f,c,n,b,t,?,k,k,w,w,o,e,w,v,d
p,f,e,f,y,f,c,n,b,t,?,s,k,p,w,o,e,w,v,p
p,x,n,f,y,f,c,n,b,t,?,s,k,w,p,o,e,w,v,l
p,f,e,f,y,f,c,n,b,t,?,s,s,p,w,o,e,w,v,d
p,x,n,f,y,f,c,n,b,t,?,k,s,w,p,o,e,w,v,l
p,k,n,f,f,f,c,n,b,t,?,k,k,p,w,o,e,w,v,p
p,f,e,f,f,f,c,n,b,t,?,s,s,p,p,o,e,w,v,l
p,f,e,f,f,f,c,n,b,t,?,k,s,p,p,o,e,w,v,l
p,f,e,f,f,f,c,n,b,t,?,s,s,w,p,o,e,w,v,p
p,k,n,f,f,f,c,n,b,t,?,s,k,p,p,o,e,w,v,p
p,f,n,f,f,f,c,n,b,t,?,k,s,w,w,o,e,w,v,l
p,f,e,f,f,f,c,n,b,t,?,s,s,w,w,o,e,w,v,p
p,x,e,f,s,f,c,n,b,t,?,k,s,w,w,o,e,w,v,d
p,f,e,f,y,f,c,n,b,t,?,s,s,p,w,o,e,w,v,l
p,f,e,f,f,f,c,n,b,t,?,s,s,p,p,o,e,w,v,l
p,f,n,f,s,f,c,n,b,t,?,k,k,p,w,o,e,w,v,d
p,f,n,f,f,f,c,n,b,t,?,k,s,p,w,o,e,w,v,d
p,x,e,f,s,f,c,n,b,t,?,k,k,w,w,o,e,w,v,p
p,x,e,f,s,f,c,n,b,t,?,k,k,p,p,o,e,w,v,l
p,f,e,f,y,f,c,n,b,t,?,k,k,w,p,o,e,w,v,p
p,k,e,f,f,f,c,n,b,t,?,k,k,w,w,o,e,w,v,d
p,f,e,f,s,f,c,n,b,t,?,k,k,p,w,o,e,w,v,p
